iter	Logloss
475	0.1138277563
476	0.1137757338
477	0.1137410084
478	0.1137035312
479	0.1136492227
480	0.1136055429
481	0.1135105978
482	0.1134155652
483	0.1133802574
484	0.1133298583
485	0.1132678694
486	0.1132511401
487	0.1131919395
488	0.1131513173
489	0.1130308049
490	0.1129129643
491	0.1128307226
492	0.1128150707
493	0.1127598013
494	0.112710152
495	0.1126231492
496	0.1125718182
497	0.11247565
498	0.1124334263
499	0.1123671786
500	0.1122763685
501	0.1121676205
502	0.11200056
503	0.111975517
504	0.1118822171
505	0.1117912758
506	0.1117014849
507	0.1115580479
508	0.111535429
509	0.111484331
510	0.1114135917
511	0.1113701012
512	0.1113269893
513	0.1112482639
514	0.1111974207
515	0.1111149242
516	0.1110079161
517	0.1109859452
518	0.110883407
519	0.1108316465
520	0.1108169701
521	0.1106998939
522	0.1106277204
523	0.1105816382
524	0.1104635501
525	0.1103334645
526	0.1102748172
527	0.1102467457
528	0.1101454815
529	0.1100399804
530	0.1100211253
531	0.1099716434
532	0.1099316692
533	0.1098546181
534	0.109823256
535	0.1097645141
536	0.1097479158
537	0.1097116834
538	0.1096948886
539	0.1096302353
540	0.1095455111
541	0.1095139161
542	0.1094231132
543	0.1092967914
544	0.1092431309
545	0.1091424927
546	0.1089847798
547	0.1088483461
548	0.1087824479
549	0.1087576306
550	0.1087072824
551	0.1085991168
552	0.1085832028
553	0.1085380743
554	0.1084951008
555	0.1083434593
556	0.1083165671
557	0.108174608
558	0.108159786
559	0.1080388222
560	0.1079380094
561	0.10789837
562	0.1078010224
563	0.107756076
564	0.1077025828
565	0.1076665689
566	0.1076398951
567	0.1075448189
568	0.1074991153
569	0.1073992926
570	0.1073267988
571	0.1072486921
572	0.1071920686
573	0.1070663947
574	0.1070270684
575	0.1069793847
576	0.1069059226
577	0.1068632257
578	0.1067759972
579	0.1067377775
580	0.1067116352
581	0.1066249891
582	0.106582991
583	0.1065318129
584	0.1064521047
585	0.1063757452
586	0.1062446915
587	0.1061341162
588	0.1060913173
589	0.1060267878
590	0.1060037103
591	0.1059144435
592	0.1058487492
593	0.105762307
594	0.1056944869
595	0.1056385623
596	0.1055363954
597	0.1054958314
598	0.1054627368
599	0.1054244515
600	0.1053566823
601	0.1053051985
602	0.1053040847
603	0.105283628
604	0.1052602084
605	0.1052228476
606	0.1051999886
607	0.1051573863
608	0.1051032525
609	0.1049251993
610	0.1048843442
611	0.1048196691
612	0.1047466657
613	0.1046881348
614	0.1046269613
615	0.1045497064
616	0.1045153742
617	0.1044638321
618	0.1044216302
619	0.1043745871
620	0.1043397452
621	0.1042766862
622	0.1042463434
623	0.104195471
624	0.1040964855
625	0.1040631797
626	0.1039596587
627	0.1039112178
628	0.1038482535
629	0.1038023388
630	0.1037305293
631	0.103647334
632	0.1036405782
633	0.1036143849
634	0.1035276078
635	0.1034523622
636	0.1033844547
637	0.1033187386
638	0.1032683904
639	0.1031503823
640	0.1031207602
641	0.1030424861
642	0.1030078844
643	0.1029196368
644	0.1028688009
645	0.1027853944
646	0.1027151355
647	0.1026585994
648	0.1025250413
649	0.1024420061
650	0.1023171549
651	0.102246845
652	0.1021930753
653	0.1021507496
654	0.1020961718
655	0.1020532564
656	0.1019619439
657	0.101913605
658	0.101826544
659	0.1017519973
660	0.1016922361
661	0.1016352559
662	0.1016110864
663	0.1015182815
664	0.1014650505
665	0.1014141927
666	0.1013695957
667	0.1012495055
668	0.1011928311
669	0.1010761916
670	0.1009795939
671	0.1009210266
672	0.1008888711
673	0.1008388578
674	0.1007965175
675	0.1007339754
676	0.1006607463
677	0.1005930864
678	0.1005631512
679	0.1005071829
680	0.1004900168
681	0.1004558884
682	0.1003995706
683	0.1002556167
684	0.1001610137
685	0.1001419329
686	0.1000996655
687	0.1000624067
688	0.1000236045
689	0.09996272953
690	0.09988639191
691	0.09979554533
692	0.09970985296
693	0.09967376622
694	0.09957523928
695	0.09952962308
696	0.09950343707
697	0.09947551844
698	0.09946373219
699	0.09934666321
700	0.09930297619
701	0.0992598934
702	0.09919706738
703	0.09914765103
704	0.09901844636
705	0.09897102472
706	0.09895386587
707	0.09882482136
708	0.09879097684
709	0.09874462535
710	0.09871774047
711	0.09863423937
712	0.09859466553
713	0.09856541466
714	0.09852843248
715	0.09844133508
716	0.09832326874
717	0.09825672994
718	0.0981354313
719	0.09812477345
720	0.09810696667
721	0.09797909424
722	0.09796058131
723	0.09791736748
724	0.09785982671
725	0.09782378364
726	0.09777636928
727	0.09775316806
728	0.09771310646
729	0.09765666496
730	0.0976088138
731	0.0975788495
732	0.09751040335
733	0.09742946479
734	0.09737944421
735	0.09731883857
736	0.09716751739
737	0.09707154572
738	0.09705881308
739	0.09697348471
740	0.09689123576
741	0.09685615365
742	0.09681621581
743	0.09674856317
744	0.09664392835
745	0.0965989091
746	0.09655970654
747	0.09649353173
748	0.09643004323
749	0.09637947665
750	0.09635382208
751	0.09626001256
752	0.09624030572
753	0.0961963275
754	0.09610441805
755	0.09598547084
756	0.09591298431
757	0.09585564009
758	0.09570514883
759	0.09566216796
760	0.0956329171
761	0.09553430281
762	0.09549285073
763	0.09544256079
764	0.09535486644
765	0.09528353742
766	0.09525183321
767	0.09522138115
768	0.09514475233
769	0.09511248756
770	0.09507064237
771	0.09502744311
772	0.09496627691
773	0.09491662033
774	0.09488241181
775	0.09485383798
776	0.09483709408
777	0.09475918399
778	0.0945991487
779	0.09442852836
780	0.09441480564
781	0.09435391608
782	0.0942969577
783	0.09428433426
784	0.09425323428
785	0.09414426789
786	0.09402753379
787	0.09391698764
788	0.09381423106
789	0.09377510857
790	0.09367700388
791	0.09361128043
792	0.09356938428
793	0.09354517114
794	0.09352002617
795	0.0934685132
796	0.0934017196
797	0.09337816894
798	0.09327710858
799	0.0931933818
800	0.09311105277
801	0.09304003679
802	0.09303002685
803	0.0929282749
804	0.09289148928
805	0.09282770958
806	0.0927159404
807	0.09266308792
808	0.09263522024
809	0.09259290914
810	0.09256345443
811	0.09253033791
812	0.09240691352
813	0.09226718932
814	0.09222161679
815	0.09210964378
816	0.0920795994
817	0.09196057938
818	0.09193848472
819	0.09181067052
820	0.09178351628
821	0.09164898996
822	0.09162403427
823	0.09160098593
824	0.09156761461
825	0.09145215449
826	0.09137559847
827	0.09128822443
828	0.09124735475
829	0.09121415087
830	0.09118385897
831	0.09111174372
832	0.09106683367
833	0.09103975951
834	0.09097065088
835	0.09094350393
836	0.09092009159
837	0.09080883929
838	0.09068767897
839	0.09062024473
840	0.09058130424
841	0.09055508912
842	0.09045235437
843	0.09041691554
844	0.09039177057
845	0.0903410584
846	0.09023191729
847	0.09013871928
848	0.0900181996
849	0.08993273291
850	0.08992340729
851	0.089890713
852	0.08986950649
853	0.0898340531
854	0.08976409271
855	0.08968196024
856	0.08965607272
857	0.08962107069
858	0.08955449548
859	0.08951894018
860	0.08945184082
861	0.08939807834
862	0.0893712517
863	0.08930840383
864	0.08922595832
865	0.08916419517
866	0.08913546846
867	0.08911009053
868	0.08908618315
869	0.08900961257
870	0.0889979064
871	0.08895777928
872	0.08887828215
873	0.08883241843
874	0.08879510137
875	0.08877147063
876	0.08874503711
877	0.08862428447
878	0.08860269212
879	0.08854713149
880	0.08852054509
881	0.08848910295
882	0.08846607645
883	0.08845168398
884	0.08833292604
885	0.08831200345
886	0.08828491473
887	0.08827563279
888	0.0882403978
889	0.08814604956
890	0.08807309711
891	0.08800576479
892	0.08795500166
893	0.08791526037
894	0.08788221665
895	0.08787067792
896	0.08783890819
897	0.08780828869
898	0.08778480355
899	0.08775704508
900	0.08766482987
901	0.08763849098
902	0.08755929233
903	0.08753378337
904	0.08752208448
905	0.08748470918
906	0.08735907897
907	0.08731626554
908	0.0871995824
909	0.08717764061
910	0.08705337175
911	0.08697777668
912	0.08695396394
913	0.08691766608
914	0.08688521203
915	0.08684458987
916	0.08681845483
917	0.08672787033
918	0.08670517142
919	0.08659722423
920	0.0865749694
921	0.0865441315
922	0.08651424728
923	0.08648648153
924	0.08646567541
925	0.08637776266
926	0.08635237745
927	0.08633153493
928	0.08630376918
929	0.08629674402
930	0.08627600342
931	0.08623834421
932	0.08616029579
933	0.08612945062
934	0.08610176494
935	0.0860750475
936	0.08603952131
937	0.08600920757
938	0.0859884597
939	0.08596949541
940	0.08588255089
941	0.08585382418
942	0.0858342411
943	0.08580028738
944	0.08571479157
945	0.0856818352
946	0.08561073187
947	0.0855781759
948	0.08555732611
949	0.08554320299
950	0.08552004545
951	0.08543968929
952	0.08540873491
953	0.08538579577
954	0.08531255212
955	0.08528433501
956	0.0852655964
957	0.08518013699
958	0.0851524586
959	0.08507639761
960	0.08504893762
961	0.08501887139
962	0.08495945967
963	0.08494203873
964	0.08492651059
965	0.0848998441
966	0.08487302474
967	0.08484687514
968	0.08482082746
969	0.08474349976
970	0.08466007873
971	0.08458502966
972	0.0845675432
973	0.0845446623
974	0.08451915333
975	0.08450270791
976	0.08447810166
977	0.08442379318
978	0.08439889573
979	0.08437615315
980	0.08435620606
981	0.08430223247
982	0.08422044215
983	0.08419574126
984	0.084125992
985	0.08407462462
986	0.08405207132
987	0.0840280329
988	0.08400662255
989	0.08398295541
990	0.08395969595
991	0.08391062176
992	0.08386413924
993	0.08384539335
994	0.08382702602
995	0.08380383936
996	0.08375865267
997	0.08370810793
998	0.08359623683
999	0.083515291
